-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 
Location: Latitude  55.9201   Longitude -3.156 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 128.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2021,9,6,100.57,3.64,5.22,1.95,3.27,228.19,5.66,6.98,3.52,3.46,228.44
2021,9,7,100.42,3.1,4.19,1.64,2.54,230.06,4.5,6.95,2.52,4.43,230.06
2021,9,8,99.78,2.11,3.0,1.03,1.97,167.12,3.2,5.71,1.16,4.55,168.0
2021,9,9,99.17,2.31,3.6,0.91,2.7,94.75,3.45,4.78,1.39,3.39,95.19
2021,9,10,99.17,2.36,3.12,0.29,2.84,255.38,3.65,6.31,0.41,5.89,254.75
2021,9,11,99.6,5.38,7.38,3.03,4.35,268.44,7.68,9.62,5.96,3.66,269.19
2021,9,12,100.4,3.07,3.75,2.48,1.27,132.5,4.47,5.96,2.96,3.0,132.38
2021,9,13,100.29,3.53,4.63,2.46,2.17,139.88,4.95,6.25,3.32,2.93,140.81
2021,9,14,99.93,2.58,3.38,1.58,1.8,155.38,3.73,5.61,2.27,3.34,156.06
2021,9,15,99.86,1.64,3.45,0.42,3.03,246.88,2.5,6.15,0.49,5.66,247.5
2021,9,16,99.85,3.89,5.42,2.83,2.59,240.25,5.77,7.8,4.6,3.2,240.75
2021,9,17,99.45,4.76,6.07,2.08,3.99,191.25,6.85,7.98,4.17,3.81,192.0
2021,9,18,99.67,2.21,3.63,0.23,3.41,219.06,3.47,6.07,0.36,5.7,220.62
2021,9,19,99.8,3.6,4.56,2.57,1.99,241.38,5.43,6.09,4.85,1.24,241.69
2021,9,20,100.72,4.88,6.93,2.87,4.05,263.06,6.76,9.21,4.24,4.97,263.62
2021,9,21,101.03,6.48,8.73,3.76,4.97,246.44,8.98,11.96,6.34,5.62,247.06
2021,9,22,100.3,9.27,11.09,6.91,4.18,240.44,12.22,14.02,9.52,4.5,241.25
2021,9,23,99.73,8.43,11.3,6.38,4.91,260.88,11.04,14.74,8.7,6.05,261.94
2021,9,24,99.21,9.09,11.86,4.77,7.09,253.25,12.0,15.36,7.36,8.01,254.12
2021,9,25,99.45,4.3,5.63,3.05,2.59,219.0,6.73,8.5,4.98,3.52,219.5
2021,9,26,98.86,6.75,8.56,4.11,4.45,187.94,9.85,11.74,7.18,4.56,188.81
2021,9,27,98.57,6.8,9.65,3.8,5.84,247.62,9.04,12.07,5.66,6.41,248.12
2021,9,28,99.21,4.66,6.61,2.7,3.92,212.81,6.5,8.47,4.34,4.12,213.44
2021,9,29,99.89,5.66,8.19,3.39,4.8,275.44,7.98,10.08,5.88,4.2,276.25
2021,9,30,99.07,6.55,9.79,3.88,5.91,204.94,9.28,13.27,6.56,6.7,206.12
2021,10,1,98.27,8.66,11.1,4.31,6.79,225.12,11.48,13.86,7.25,6.61,226.38
2021,10,2,97.49,6.27,10.54,2.36,8.18,191.62,8.57,13.26,3.76,9.5,192.81
2021,10,3,97.04,7.68,10.54,5.28,5.26,228.44,10.26,13.36,8.18,5.18,229.25
2021,10,4,98.45,4.95,6.64,1.98,4.66,206.75,6.91,8.57,2.84,5.73,207.0
2021,10,5,98.76,6.91,9.2,1.98,7.21,172.25,9.16,11.91,2.85,9.06,158.5
2021,10,6,99.99,4.21,6.77,0.89,5.87,248.19,5.97,9.15,1.0,8.16,249.25
2021,10,7,100.2,7.01,8.19,5.91,2.27,204.94,10.25,11.37,8.56,2.8,205.88
2021,10,8,100.94,4.68,5.53,3.45,2.09,202.88,7.52,8.7,6.44,2.26,203.38
2021,10,9,101.06,4.05,4.91,3.33,1.59,227.88,7.02,7.45,6.4,1.05,228.44
2021,10,10,101.26,6.04,8.95,3.83,5.12,269.06,8.44,11.45,6.7,4.76,269.88
2021,10,11,101.19,5.99,6.88,4.73,2.14,267.75,8.13,8.95,7.1,1.84,268.69
2021,10,12,100.92,3.41,6.28,1.77,4.51,205.25,4.8,8.52,1.81,6.72,205.88
2021,10,13,100.77,6.24,7.3,3.98,3.32,265.12,8.62,10.09,6.95,3.14,266.06
2021,10,14,99.95,8.51,12.15,3.78,8.37,263.75,11.34,15.46,6.44,9.02,264.88
2021,10,15,100.53,3.3,4.09,2.68,1.41,301.12,4.73,6.2,2.98,3.21,301.44
2021,10,16,100.06,2.18,4.09,0.65,3.44,213.0,3.37,6.7,0.93,5.77,213.56
2021,10,17,99.45,2.83,5.08,1.06,4.02,175.88,4.41,7.46,1.47,5.99,178.5
2021,10,18,99.26,4.97,7.27,2.67,4.61,192.62,7.97,10.39,5.19,5.2,193.38
2021,10,19,98.5,6.2,9.07,4.11,4.96,207.44,9.36,12.75,7.41,5.34,208.31
2021,10,20,97.69,8.3,9.88,5.57,4.3,265.69,10.96,12.85,7.95,4.91,266.94
2021,10,21,98.95,8.09,10.32,5.71,4.61,291.81,10.7,13.61,8.12,5.48,293.94
2021,10,22,99.94,4.85,10.34,2.27,8.07,280.69,6.66,13.59,3.2,10.4,281.44
2021,10,23,99.89,7.66,10.02,3.6,6.41,203.56,10.76,13.48,6.02,7.48,204.5
2021,10,24,99.01,8.45,10.62,6.91,3.71,201.44,11.54,14.14,9.91,4.23,202.62
2021,10,25,99.06,7.21,9.34,5.66,3.68,229.12,9.75,11.7,8.13,3.58,229.94
2021,10,26,98.84,8.97,12.97,5.59,7.38,210.81,12.06,17.46,8.0,9.46,211.94
2021,10,27,98.64,7.62,11.8,4.97,6.83,215.62,10.96,15.98,8.16,7.81,216.44
2021,10,28,98.12,3.77,7.52,1.9,5.62,204.31,6.21,10.63,3.41,7.22,205.06
2021,10,29,97.39,3.96,9.84,1.1,8.73,224.81,5.64,12.15,1.61,10.54,225.31
2021,10,30,97.42,6.2,8.68,4.8,3.88,198.81,8.48,11.16,6.3,4.86,199.75
2021,10,31,96.68,5.66,13.04,2.26,10.77,166.69,8.02,17.05,3.4,13.66,167.75
2021,11,1,96.57,7.52,10.43,4.74,5.69,256.56,10.05,13.11,6.84,6.27,257.94
2021,11,2,97.98,4.06,5.97,2.19,3.78,284.62,6.0,8.76,3.63,5.12,285.44
2021,11,3,99.24,4.64,6.06,3.71,2.35,334.06,7.13,8.33,6.08,2.26,335.12
2021,11,4,100.19,4.4,5.12,3.36,1.77,304.12,6.73,8.1,5.59,2.52,305.62
2021,11,5,100.48,5.59,6.05,4.59,1.46,259.5,7.89,8.51,6.72,1.79,260.5
2021,11,6,99.5,10.75,14.61,6.3,8.31,242.69,14.07,19.09,8.55,10.55,244.06
2021,11,7,99.85,9.66,12.93,4.7,8.23,277.81,13.03,16.92,7.66,9.25,279.5
2021,11,8,99.92,6.02,8.66,2.95,5.72,217.31,8.54,12.2,4.27,7.93,217.75
2021,11,9,99.78,5.99,8.09,4.04,4.05,238.0,8.8,11.53,7.02,4.52,238.75
2021,11,10,100.33,4.87,6.52,3.58,2.94,234.69,7.13,9.09,5.08,4.0,235.25
2021,11,11,100.0,5.97,8.8,3.73,5.08,196.88,7.93,11.61,4.68,6.93,197.75
2021,11,12,98.39,7.23,9.55,5.17,4.38,223.06,10.06,12.83,7.93,4.9,224.44
2021,11,13,100.03,2.67,4.72,0.93,3.78,235.94,3.88,7.47,1.31,6.16,236.5
2021,11,14,100.82,4.17,6.57,2.36,4.21,182.12,6.23,9.58,3.63,5.95,182.19
2021,11,15,100.8,4.21,6.32,2.76,3.56,249.81,6.7,9.09,4.54,4.55,250.38
2021,11,16,99.87,7.25,9.2,4.95,4.26,226.38,10.03,12.24,8.27,3.98,227.19
2021,11,17,100.0,7.38,9.91,6.12,3.78,244.62,10.03,12.99,8.91,4.08,245.81
2021,11,18,100.23,10.9,11.75,10.37,1.38,248.0,14.45,15.59,13.8,1.78,249.5
2021,11,19,100.64,9.06,11.34,7.63,3.71,244.31,12.14,15.06,10.52,4.55,245.62
2021,11,20,100.16,7.91,9.76,5.98,3.77,264.38,10.66,12.79,8.47,4.32,265.69
2021,11,21,100.87,5.0,6.48,3.57,2.92,332.81,7.55,8.36,5.16,3.2,334.38
2021,11,22,101.6,4.13,4.87,3.21,1.65,278.06,6.08,7.75,4.47,3.28,279.0
2021,11,23,101.39,5.01,6.55,3.91,2.65,265.75,7.48,9.3,6.2,3.09,266.88
2021,11,24,100.16,6.08,8.08,4.19,3.89,262.38,8.65,10.92,6.63,4.29,264.0
2021,11,25,99.88,6.91,10.51,5.21,5.3,284.31,9.45,13.52,6.99,6.54,286.62
2021,11,26,97.49,13.26,20.86,6.93,13.93,254.94,17.21,26.9,9.78,17.12,242.25
2021,11,27,99.14,9.73,16.05,4.77,11.27,327.81,12.95,20.86,7.02,13.84,314.38
2021,11,28,99.29,4.05,5.05,3.23,1.81,325.75,6.38,7.71,4.92,2.79,312.12
2021,11,29,99.26,5.86,9.49,2.3,7.19,261.25,7.97,12.46,3.26,9.2,262.0
2021,11,30,98.36,6.27,8.33,4.8,3.53,260.0,8.88,10.67,7.4,3.27,261.19
2021,12,1,98.33,6.89,8.48,4.98,3.51,304.81,9.51,11.22,7.11,4.11,306.25
2021,12,2,99.39,5.75,8.05,3.18,4.88,285.06,8.23,11.1,5.21,5.89,286.56
2021,12,3,98.02,6.38,7.79,4.88,2.92,241.44,9.07,10.5,7.91,2.59,242.38
2021,12,4,97.56,7.36,11.16,3.7,7.45,292.25,9.95,14.75,5.77,8.98,293.81
2021,12,5,99.57,5.6,9.69,1.49,8.2,278.5,7.9,12.91,2.02,10.89,280.0
2021,12,6,98.49,7.03,8.98,4.16,4.82,218.12,9.43,11.48,6.82,4.66,219.12
2021,12,7,97.08,8.79,15.47,3.55,11.91,152.75,11.7,19.63,5.52,14.12,154.12
2021,12,8,96.25,4.89,9.08,2.6,6.48,205.19,6.98,11.99,4.03,7.96,206.06
2021,12,9,97.52,4.66,7.26,3.51,3.75,237.5,7.13,10.18,5.86,4.33,238.44
2021,12,10,98.1,5.38,7.37,3.62,3.74,269.31,7.84,10.16,5.87,4.3,270.5
2021,12,11,99.02,5.95,9.24,3.43,5.81,221.12,8.62,12.23,5.71,6.51,222.0
2021,12,12,99.33,6.34,13.2,2.69,10.52,209.88,9.53,17.75,4.43,13.32,210.62
2021,12,13,99.97,6.88,12.84,4.84,8.0,228.69,9.61,17.13,7.2,9.94,229.38
2021,12,14,100.11,8.93,10.92,5.9,5.02,222.44,11.56,14.02,7.72,6.3,223.5
2021,12,15,100.62,7.03,9.53,3.61,5.92,234.56,10.01,12.54,6.73,5.8,235.38
2021,12,16,101.86,4.39,5.62,3.12,2.49,241.38,7.0,7.98,5.69,2.3,241.62
2021,12,17,102.5,1.98,3.01,1.16,1.84,260.19,2.84,5.34,1.58,3.76,260.06
2021,12,18,102.36,2.55,4.02,0.67,3.35,241.31,3.3,4.91,0.85,4.05,241.81
2021,12,19,101.99,1.55,2.71,0.76,1.95,152.75,2.12,4.05,0.91,3.14,154.06
2021,12,20,101.42,1.74,2.63,1.38,1.25,136.31,2.48,3.92,2.05,1.88,135.75
2021,12,21,100.85,2.11,2.8,1.3,1.52,229.12,3.02,4.02,1.7,2.32,227.38
2021,12,22,99.84,2.76,4.02,1.93,2.09,177.75,4.15,5.63,2.84,2.79,178.25
2021,12,23,98.73,2.58,4.05,0.56,3.48,103.88,4.05,6.38,0.98,5.39,104.88
2021,12,24,98.96,5.38,7.8,2.21,5.59,69.62,7.85,10.98,3.42,7.56,70.0
2021,12,25,99.2,8.19,8.91,7.15,1.77,111.75,11.37,12.44,10.34,2.09,112.25
2021,12,26,98.52,7.47,8.88,4.51,4.38,126.31,10.3,12.46,7.05,5.41,127.06
2021,12,27,97.62,2.91,4.1,1.6,2.5,146.25,4.62,6.69,2.55,4.14,146.06
2021,12,28,97.69,3.34,4.52,1.56,2.95,150.25,5.09,7.02,2.05,4.96,150.75
2021,12,29,97.75,8.02,12.76,2.98,9.77,200.06,10.9,17.01,4.38,12.62,201.12
2021,12,30,98.41,7.15,9.54,3.18,6.36,231.81,10.52,13.41,6.39,7.02,232.44
2021,12,31,98.93,5.56,9.64,2.23,7.41,217.19,8.62,13.2,3.68,9.52,217.81
